date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
20140617T000000,2027000.0,4,3.75,4100.0,22798.0,1.5,0,3,5,2540,1560,1934,1979.0,4520 E Mercer Way,Mercer Island,WA 98040,USA
20140617T000000,2475000.0,3,3.25,4340.0,4947.0,2.0,0,3,3,3060,1280,1993,,5719 Seaview Ave NW,Seattle,WA 98107,USA
20140617T000000,1728000.0,4,3.0,3700.0,20570.0,1.0,0,0,4,1850,1850,1976,,1206 86th Ave NE,Bellevue,WA 98004,USA
20140617T000000,580000.0,5,2.0,2700.0,10875.0,1.0,0,0,4,1540,1160,1962,,620 151st Pl NE,Bellevue,WA 98007,USA
20140617T000000,430000.0,3,1.0,980.0,7200.0,1.0,0,0,4,980,0,1950,,3609 49th Ave SW,Seattle,WA 98116,USA
20140617T000000,720000.0,4,2.5,2650.0,11520.0,2.0,0,0,3,2110,540,1988,,11433 NE 91st St,Kirkland,WA 98033,USA
20140617T000000,824000.0,7,4.25,3670.0,4000.0,2.0,0,1,3,2800,870,1964,,2341 W Crockett St,Seattle,WA 98199,USA
20140617T000000,936000.0,3,1.75,2960.0,12420.0,1.0,0,2,4,1480,1480,1952,,3267 57th Ave SW,Seattle,WA 98116,USA
20140617T000000,535000.0,4,2.75,3070.0,7201.0,2.0,0,0,3,3070,0,2006,,5351 NE 4th Ct,Renton,WA 98059,USA
20140617T000000,286800.0,3,2.5,1413.0,3600.0,2.0,0,0,3,1413,0,2011,,20130 110th Terrace SE,Kent,WA 98031,USA
20140617T000000,350000.0,2,2.5,1260.0,1347.0,3.0,0,0,3,1260,0,2005,,9553 Interlake Ave N,Seattle,WA 98103,USA
20140617T000000,345000.0,3,2.5,1680.0,2229.0,2.0,0,0,3,1680,0,2007,,611 NE 165th St,Shoreline,WA 98155,USA
20140617T000000,435000.0,3,2.25,1230.0,1238.0,2.0,0,0,3,1080,150,2009,,3465 21st Ave W,Seattle,WA 98199,USA
20140617T000000,1555000.0,3,3.5,4360.0,6240.0,2.0,0,3,3,2960,1400,2008,,6812 Phinney Ave N,Seattle,WA 98103,USA
20140617T000000,1325000.0,4,4.0,4420.0,16526.0,2.0,0,0,3,4420,0,2013,,SE 21st Ct,Sammamish,WA 98075,USA
20140618T000000,461000.0,3,3.25,2770.0,6278.0,2.0,0,0,3,1980,790,2006,,3419 Meadow Ave N,Renton,WA 98056,USA
20140618T000000,770000.0,3,2.25,2910.0,10204.0,2.0,0,0,3,2910,0,1990,,18322 NE 99th Way,Redmond,WA 98052,USA
20140618T000000,1384000.0,4,3.25,4290.0,12103.0,1.0,0,3,3,2690,1600,1997,,17892 SE 58th Pl,Bellevue,WA 98006,USA
20140618T000000,330000.0,3,2.5,1600.0,26977.0,2.0,0,0,3,1600,0,2005,,32702 NE 202nd St,Duvall,WA 98019,USA
20140618T000000,322500.0,4,2.5,1820.0,6753.0,2.0,0,0,3,1820,0,1994,,24223 232nd Pl SE,Maple Valley,WA 98038,USA
20140618T000000,1600000.0,6,5.0,6050.0,230652.0,2.0,0,3,3,6050,0,2001,,29236 SE 5th St,Fall City,WA 98024,USA
20140618T000000,475000.0,3,1.75,1700.0,8432.0,1.0,0,0,3,1230,470,1977,,1027B NE 130th St,Seattle,WA 98125,USA
20140618T000000,250275.0,2,1.0,790.0,11234.0,1.0,0,0,4,790,0,1942,,17941 Riviera Pl SW,Normandy Park,WA 98166,USA
20140618T000000,274500.0,3,2.25,1720.0,9000.0,1.0,0,0,4,1320,400,1969,,3924 SW 316th St,Federal Way,WA 98023,USA
20140618T000000,284950.0,3,1.0,990.0,10723.0,1.0,0,0,5,990,0,1960,,12654 156th Ave SE,Renton,WA 98059,USA
20140618T000000,264950.0,4,1.75,1770.0,9011.0,1.0,0,0,5,1050,720,1983,,26418 199th Pl SE,Covington,WA 98042,USA
20140618T000000,242000.0,3,2.0,1260.0,8092.0,1.0,0,0,3,1260,0,1986,,21611 SE 266th St,Maple Valley,WA 98038,USA
20140618T000000,913000.0,4,2.5,3640.0,10576.0,2.0,0,0,3,3640,0,1999,,26966 SE 22nd Way,Sammamish,WA 98075,USA
20140618T000000,555000.0,3,1.75,2040.0,6000.0,1.0,0,0,5,1120,920,1958,,3850 51st Ave SW,Seattle,WA 98116,USA
20140618T000000,711000.0,4,1.75,1980.0,10800.0,1.0,0,0,5,990,990,1948,,3712 88th Ave SE,Mercer Island,WA 98040,USA
20140618T000000,403500.0,5,2.5,3600.0,17300.0,1.0,0,0,4,2410,1190,1968,,427 SW 174th St,Normandy Park,WA 98166,USA
20140618T000000,975000.0,4,2.5,4270.0,43386.0,1.0,0,0,3,2680,1590,1991,,21502 NE 103rd St,Redmond,WA 98053,USA
20140618T000000,253779.0,4,2.0,2030.0,9600.0,1.5,0,0,3,1430,600,1947,,4821 S 175th St,SeaTac,WA 98188,USA
20140618T000000,384400.0,3,3.25,1689.0,1388.0,3.0,0,0,3,1689,0,2008,,1021 NE 123rd St,Seattle,WA 98125,USA
20140618T000000,646000.0,5,2.75,2870.0,4461.0,1.0,0,0,3,1650,1220,1976,,6316 26th Ave NW,Seattle,WA 98107,USA
20140618T000000,415000.0,3,1.75,1270.0,4800.0,1.0,0,0,3,1270,0,1952,2014.0,7340 35th Ave SW,Seattle,WA 98126,USA
20140618T000000,764000.0,4,2.5,2790.0,7938.0,2.0,0,0,3,2790,0,1997,,23319 NE 15th St,Sammamish,WA 98074,USA
20140618T000000,507000.0,5,3.25,3850.0,16249.0,2.0,0,2,3,3030,820,2002,,12975-12983 SE 301st St,Auburn,WA 98092,USA
20140618T000000,545500.0,3,2.5,1560.0,9361.0,1.5,0,0,4,1360,200,1936,,2930 S Edmunds St,Seattle,WA 98108,USA
20140618T000000,450000.0,3,1.75,1180.0,4080.0,1.0,0,0,4,760,420,1928,,7341 27th Ave NW,Seattle,WA 98117,USA
20140618T000000,264000.0,4,1.75,1820.0,8118.0,1.0,0,0,4,1080,740,1980,,12632 SE 214th St,Kent,WA 98031,USA
20140618T000000,650000.0,5,1.75,1260.0,4500.0,1.5,0,0,3,1260,0,1926,,830 W Armour St,Seattle,WA 98119,USA
20140618T000000,365000.0,3,2.5,2640.0,6715.0,2.0,0,0,3,1680,960,1991,,17917 162nd Pl SE,Renton,WA 98058,USA
20140618T000000,343566.0,2,1.0,1100.0,4200.0,1.0,0,0,3,1100,0,1954,,8005 46th Ave SW,Seattle,WA 98136,USA
20140618T000000,375000.0,3,2.5,1950.0,6871.0,2.0,0,0,3,1950,0,1997,,2475 NE 182nd Ct,Shoreline,WA 98155,USA
20140618T000000,295000.0,3,2.0,1380.0,8682.0,1.0,0,0,4,1380,0,1966,,19807-19813 10th Pl S,Des Moines,WA 98148,USA
20140618T000000,325000.0,3,2.75,2200.0,7000.0,1.0,0,0,4,1280,920,1977,,16304 128th Pl SE,Renton,WA 98058,USA
20140618T000000,265000.0,4,1.5,2050.0,7100.0,1.0,0,0,3,1050,1000,1963,,29140 43rd Ave S,Auburn,WA 98001,USA
20140618T000000,562000.0,5,3.0,2795.0,15101.0,2.0,0,0,3,2795,0,1996,,14308 274th Pl NE,Duvall,WA 98019,USA
20140618T000000,540000.0,4,2.5,2050.0,34222.0,2.0,0,0,4,2050,0,1989,,17912 236th Pl NE,Woodinville,WA 98077,USA
20140618T000000,4489000.0,4,3.0,6430.0,27517.0,2.0,0,0,3,6430,0,2001,,1149-1199 91st Ave NE,Bellevue,WA 98004,USA
20140618T000000,279950.0,5,1.75,2150.0,7171.0,1.0,0,0,4,1460,690,1970,,23103 125th Ave SE,Kent,WA 98031,USA
20140618T000000,540000.0,3,1.75,1970.0,8200.0,1.0,0,0,5,1420,550,1963,,416 NW 181st St,Shoreline,WA 98177,USA
20140618T000000,310000.0,4,2.5,2660.0,12672.0,1.0,0,0,4,1740,920,1960,,820 S 300th St,Federal Way,WA 98003,USA
20140618T000000,190000.0,1,1.0,720.0,4800.0,1.0,0,0,3,720,0,1914,,8044-8112 Rainier Ave S,Seattle,WA 98118,USA
20140618T000000,440000.0,4,2.5,2410.0,4780.0,2.0,0,0,3,2410,0,2000,,34604 Cottonwood Dr SE,Snoqualmie,WA 98065,USA
20140618T000000,1400000.0,3,2.0,2020.0,5500.0,1.5,0,3,3,1790,230,1937,,2340 Magnolia Blvd W,Seattle,WA 98199,USA
20140618T000000,230000.0,2,1.0,1080.0,9435.0,1.0,0,0,3,1080,0,1958,,11915 SE 161st St,Renton,WA 98058,USA
20140618T000000,455000.0,3,1.75,1180.0,14292.0,1.0,0,0,3,1180,0,1981,,45506 SE Tanner Rd,North Bend,WA 98045,USA
20140618T000000,175000.0,2,1.0,660.0,5000.0,1.0,0,0,3,660,0,1915,,4100 25th Ave SW,Seattle,WA 98106,USA
20140618T000000,650000.0,3,1.75,2920.0,9370.0,1.0,0,0,4,1620,1300,1981,,14245 SE 60th St,Bellevue,WA 98006,USA
20140618T000000,3000000.0,4,4.25,4850.0,12445.0,2.0,1,4,5,3850,1000,1989,,11031 Champagne Point Rd NE,Kirkland,WA 98034,USA
20140618T000000,192500.0,3,1.0,1080.0,8580.0,1.5,0,0,3,1080,0,1900,,14490 57th Ave S,Tukwila,WA 98168,USA
20140618T000000,239950.0,3,1.75,1670.0,6900.0,1.0,0,0,3,1170,500,1978,,33838 37th Ave SW,Federal Way,WA 98023,USA
20140618T000000,175000.0,6,1.0,1370.0,5080.0,1.5,0,0,3,1120,250,1931,,8828 12th Ave SW,Seattle,WA 98106,USA
20140618T000000,850000.0,5,3.5,3450.0,28324.0,1.0,0,0,5,2350,1100,1972,,11010 108th Ave NE,Kirkland,WA 98033,USA
20140618T000000,410000.0,4,2.0,1970.0,10500.0,1.0,0,0,3,1820,150,1961,,13666 17th Ave SW,Burien,WA 98166,USA
20140618T000000,570000.0,4,2.5,2290.0,6738.0,2.0,0,0,3,2290,0,1996,,4029-4035 252nd Ave SE,Issaquah,WA 98029,USA
20140618T000000,469000.0,5,2.5,2240.0,7543.0,1.0,0,0,3,1140,1100,1966,,20216 12th Ave NW,Shoreline,WA 98177,USA
20140618T000000,559000.0,2,1.0,1240.0,6400.0,1.0,0,1,4,1060,180,1938,,5927 35th Ave SW,Seattle,WA 98126,USA
20140618T000000,739888.0,3,2.5,2420.0,43177.0,2.0,0,4,4,1690,730,1989,,4280 E Lake Sammamish Pkwy SE,Sammamish,WA 98075,USA
20140618T000000,568450.0,5,3.5,3260.0,58806.0,2.0,0,0,4,3260,0,1969,,25806 136th Ave SE,Kent,WA 98042,USA
20140618T000000,240000.0,2,1.0,670.0,10920.0,1.0,0,0,3,670,0,1942,,10025-10037 31st Ave SW,Seattle,WA 98146,USA
20140618T000000,574950.0,5,3.25,3160.0,10000.0,2.0,0,0,4,3160,0,1980,,1010 Greenwood Blvd SW,Issaquah,WA 98027,USA
20140618T000000,180000.0,3,2.25,1990.0,6350.0,2.0,0,0,3,1990,0,1967,,24433 14th Ave S,Des Moines,WA 98198,USA
20140618T000000,1160000.0,4,3.5,4680.0,9700.0,2.0,0,0,3,3360,1320,2005,,13128 SE Newport Way,Bellevue,WA 98006,USA
20140618T000000,300000.0,3,2.5,1700.0,3575.0,2.0,0,0,3,1700,0,2000,,6729 Shaffer Ave S,Seattle,WA 98108,USA
20140618T000000,630000.0,4,2.5,2807.0,9430.0,2.0,0,0,3,2807,0,1996,,8820 NE 160th Pl,Kenmore,WA 98028,USA
20140618T000000,507000.0,4,1.75,1770.0,9375.0,1.0,0,0,4,1170,600,1968,,10415 171st Ave NE,Redmond,WA 98052,USA
20140618T000000,287500.0,4,2.5,2570.0,9000.0,1.0,0,0,4,1590,980,1979,,33749 29th Ct SW,Federal Way,WA 98023,USA
20140618T000000,688000.0,3,3.0,3450.0,16200.0,2.0,0,0,3,3450,0,1983,,22401 NE 25th Way,Sammamish,WA 98074,USA
20140618T000000,424000.0,3,2.0,1670.0,7700.0,1.0,0,0,3,1170,500,1972,,10526 NE 139th St,Kirkland,WA 98034,USA
20140618T000000,400000.0,3,1.75,1050.0,6150.0,1.5,0,0,4,950,100,1928,,3617 48th Ave SW,Seattle,WA 98116,USA
20140618T000000,620000.0,4,2.5,1910.0,7683.0,2.0,0,0,3,1910,0,1987,,4513 186th Ave SE,Issaquah,WA 98027,USA
20140618T000000,300000.0,3,1.0,910.0,7700.0,1.0,0,0,4,910,0,1971,,14200-14230 77th Ave NE,Kirkland,WA 98034,USA
20140618T000000,615000.0,5,2.25,2480.0,12070.0,2.0,0,0,3,2480,0,1978,,2206 Sahalee Dr E,Sammamish,WA 98074,USA
20140618T000000,206000.0,2,1.5,1820.0,8867.0,2.0,0,0,3,1820,0,1921,,5206 S 142nd St,Tukwila,WA 98168,USA
20140618T000000,515500.0,4,2.5,2920.0,7700.0,2.0,0,0,3,2920,0,2003,,14821 272nd Pl NE,Duvall,WA 98019,USA
20140618T000000,554000.0,5,2.25,1870.0,11411.0,1.0,0,0,4,1170,700,1961,,15871 37th Ave NE,Lake Forest Park,WA 98155,USA
20140618T000000,825000.0,4,3.5,3810.0,9792.0,2.0,0,0,3,3810,0,1938,2013.0,11229 37th Ave SW,Seattle,WA 98146,USA
20140618T000000,855000.0,4,2.25,2190.0,4080.0,2.0,0,0,3,1800,390,1918,,2536 1st Ave W,Seattle,WA 98119,USA
20140618T000000,315000.0,3,2.5,1730.0,6368.0,2.0,0,0,3,1730,0,1993,,28001 232nd Pl SE,Maple Valley,WA 98038,USA
20140618T000000,299000.0,5,2.5,2220.0,9360.0,1.0,0,0,4,1110,1110,1968,,18820 129th Pl SE,Renton,WA 98058,USA
20140618T000000,650000.0,3,1.5,1320.0,8114.0,1.0,0,0,3,1320,0,1951,,3110 109th Ave SE,Bellevue,WA 98004,USA
20140618T000000,465000.0,3,1.75,1510.0,4800.0,1.0,0,2,3,860,650,1925,2011.0,3040 SW Avalon Way,Seattle,WA 98126,USA
20140618T000000,535000.0,3,2.0,2120.0,4080.0,2.0,0,0,3,2120,0,2003,,9115 227 Ave NE,Redmond,WA 98053,USA
20140618T000000,564000.0,2,2.0,1690.0,4500.0,1.0,0,0,3,1690,0,2004,,23112 NE 127th Way,Redmond,WA 98053,USA
20140618T000000,515000.0,3,3.5,1360.0,1419.0,2.0,0,0,3,1040,320,2007,,5609 11th Ave NW,Seattle,WA 98107,USA
20140618T000000,580000.0,4,2.5,3250.0,5000.0,2.0,0,0,3,3250,0,2008,,976 Jericho Pl NE,Renton,WA 98059,USA
20140618T000000,309000.0,3,2.25,1490.0,1294.0,2.0,0,0,3,1220,270,2010,,5011-5021 Delridge Way SW,Seattle,WA 98106,USA
20140618T000000,536751.0,3,1.75,1930.0,6360.0,1.0,0,0,3,1930,0,2013,,9129 Nye Ave SE,Snoqualmie,WA 98065,USA
20140618T000000,415000.0,4,2.5,2020.0,5501.0,2.0,0,0,3,2020,0,2010,,681 Ilwaco Ave NE,Renton,WA 98059,USA
20140618T000000,267000.0,3,2.25,1584.0,2800.0,2.0,0,0,3,1584,0,2012,,1376 43rd St NE,Auburn,WA 98002,USA
20140618T000000,820000.0,4,2.5,3170.0,8523.0,2.0,0,0,3,3170,0,2008,,9401 117th Ave NE,Kirkland,WA 98033,USA
20140618T000000,1399950.0,4,2.75,3870.0,10046.0,2.0,0,0,3,3870,0,2005,,6515 112th Ave NE,Kirkland,WA 98033,USA
20140618T000000,485000.0,2,2.5,1430.0,923.0,3.0,0,0,3,1410,20,2008,,303 N 55th St,Seattle,WA 98103,USA
20140618T000000,482000.0,3,3.25,1380.0,1120.0,3.0,0,0,3,1380,0,2008,,4507 Linden Ave N,Seattle,WA 98103,USA
20140618T000000,535000.0,4,2.5,2610.0,4595.0,2.0,0,0,3,2610,0,2008,,7810 NE 199th St,Kenmore,WA 98028,USA
20140618T000000,690000.0,3,3.25,1540.0,1428.0,3.0,0,0,3,1540,0,2013,,423 N 50th St,Seattle,WA 98103,USA
20140619T000000,576000.0,3,2.5,1940.0,9000.0,1.0,0,0,4,970,970,1948,,8817 28th Ave NW,Seattle,WA 98117,USA
20140619T000000,378750.0,3,2.5,2160.0,3000.0,1.5,0,0,3,1260,900,1909,2011.0,3508 S Genesee St,Seattle,WA 98118,USA
20140619T000000,269900.0,4,1.75,1530.0,8750.0,1.5,0,0,4,1530,0,1968,,13805 SE Fairwood Blvd,Renton,WA 98058,USA
20140619T000000,210000.0,3,2.0,1440.0,7210.0,1.0,0,0,3,1440,0,1983,,11803 SE 322nd Pl,Auburn,WA 98092,USA
20140619T000000,429900.0,4,2.5,2640.0,8625.0,2.0,0,0,3,2640,0,1987,,14007 SE 159th Pl,Renton,WA 98058,USA
20140619T000000,1525000.0,4,3.25,3620.0,5131.0,2.0,0,3,4,2350,1270,1927,,3283 Conkling Pl W,Seattle,WA 98119,USA
20140619T000000,360000.0,4,2.5,2850.0,4650.0,2.0,0,0,3,2850,0,2004,,27437 237th Ave SE,Maple Valley,WA 98038,USA
20140619T000000,405000.0,2,1.0,1260.0,4377.0,1.0,0,0,4,1260,0,1947,,9532 Phinney Ave N,Seattle,WA 98103,USA
20140619T000000,450000.0,3,1.75,1610.0,11200.0,1.0,0,0,3,1610,0,1955,,12234 NE 65th St,Kirkland,WA 98033,USA
20140619T000000,703000.0,3,2.0,1360.0,5980.0,1.5,0,0,3,1360,0,1945,2008.0,4401 SW Hill St,Seattle,WA 98116,USA
20140619T000000,661000.0,4,2.5,2496.0,8058.0,2.0,0,0,3,2496,0,1998,,8517 143rd Ct NE,Redmond,WA 98052,USA
20140619T000000,580000.0,4,2.25,2160.0,9593.0,1.0,0,0,3,2160,0,1969,,2422 171 Ave SE,Bellevue,WA 98008,USA
20140619T000000,464000.0,3,1.0,1320.0,3625.0,2.0,0,0,3,1320,0,1900,,316 35th Ave,Seattle,WA 98122,USA
20140619T000000,945000.0,2,2.5,2540.0,7089.0,2.0,0,0,3,2540,0,2004,,3241 63rd Ave SW,Seattle,WA 98116,USA
20140619T000000,659500.0,4,3.0,2620.0,18362.0,1.0,0,0,4,1870,750,1956,,11605 SE 45th Pl,Bellevue,WA 98006,USA
20140619T000000,200000.0,3,1.5,1140.0,8340.0,1.0,0,0,3,1140,0,1960,,14015 43rd Ave S,Tukwila,WA 98168,USA
20140619T000000,280000.0,3,2.0,1790.0,42399.0,1.0,0,0,4,1790,0,1990,,15611 SE 322nd Pl,Auburn,WA 98092,USA
20140619T000000,1325000.0,4,2.5,2440.0,3600.0,2.5,0,0,4,2440,0,1902,,400 W Highland Dr,Seattle,WA 98119,USA
20140619T000000,346150.0,3,2.0,2140.0,7200.0,1.0,0,0,4,1480,660,1966,,2515 NE 19th St,Renton,WA 98056,USA
20140619T000000,197500.0,3,1.0,1330.0,5412.0,2.0,0,0,5,1330,0,1905,,1535 Griffin Ave,Enumclaw,WA 98022,USA
20140619T000000,799000.0,4,2.5,2590.0,7910.0,2.0,0,0,3,2590,0,2001,,4022 NE 95th St,Seattle,WA 98115,USA
20140619T000000,1309500.0,4,4.5,4750.0,13912.0,2.0,0,2,3,3600,1150,2005,,7732 Seward Park Ave S,Seattle,WA 98118,USA
20140619T000000,350000.0,2,1.0,1620.0,9205.0,1.0,0,0,5,850,770,1921,,12411 84th Ave NE,Kirkland,WA 98034,USA
20140619T000000,720000.0,4,2.5,2440.0,34290.0,2.0,0,0,3,2440,0,1987,,7210 221st Ave NE,Redmond,WA 98053,USA
20140619T000000,519000.0,3,2.75,2020.0,10744.0,1.0,0,0,5,1270,750,1954,,18107-18199 6th Ave SW,Normandy Park,WA 98166,USA
20140619T000000,590300.0,3,1.5,1470.0,7200.0,2.0,0,0,4,1470,0,1907,,4709 43rd Ave S,Seattle,WA 98118,USA
20140619T000000,2200000.0,5,4.75,5990.0,10450.0,2.0,1,4,3,4050,1940,2002,,5170 NW Sammamish Rd,Issaquah,WA 98027,USA
20140619T000000,410000.0,6,2.75,2520.0,9324.0,1.0,0,0,4,1320,1200,1962,,3306 NE 185th St,Lake Forest Park,WA 98155,USA
20140619T000000,437000.0,2,1.75,1440.0,4225.0,1.0,0,0,3,1440,0,2005,,23047 NE 130th St,Redmond,WA 98053,USA
20140619T000000,221000.0,3,2.25,1640.0,7350.0,1.0,0,0,3,1140,500,1984,,37724 26th Dr S,Federal Way,WA 98003,USA
20140619T000000,380000.0,4,2.25,2150.0,20181.0,1.0,0,0,3,1090,1060,1963,,18507 71st Ave NE,Kenmore,WA 98028,USA
20140619T000000,506000.0,2,1.0,1570.0,8210.0,1.0,0,0,4,1150,420,1952,,12723 11th Ave NW,Seattle,WA 98177,USA
20140619T000000,395000.0,4,1.0,1980.0,10350.0,1.0,0,0,4,1430,550,1968,,475 SW Forest Dr,Issaquah,WA 98027,USA
20140619T000000,285000.0,3,1.0,1210.0,4731.0,1.5,0,0,3,1210,0,1901,,7749-7999 31st Ave NW,Seattle,WA 98117,USA
20140619T000000,311000.0,3,1.75,1900.0,3000.0,1.5,0,0,5,1070,830,1903,,8653 Wabash Ave S,Seattle,WA 98118,USA
20140619T000000,520000.0,3,1.75,1940.0,219527.0,1.0,0,0,3,1940,0,1991,,24020 SE 202nd St,Maple Valley,WA 98038,USA
20140619T000000,435000.0,3,1.75,1310.0,8065.0,1.0,0,0,4,1310,0,1948,,9729 Dibble Ave NW,Seattle,WA 98117,USA
20140619T000000,120000.0,2,1.0,990.0,39964.0,1.0,0,0,2,990,0,1945,,19229 SE 272nd St,Kent,WA 98042,USA
20140619T000000,1440000.0,3,3.5,3870.0,3819.0,2.0,0,0,3,2760,1110,2002,,2720 Boyer Ave E,Seattle,WA 98102,USA
20140619T000000,186000.0,3,2.0,1340.0,4320.0,1.0,0,0,3,920,420,1912,1993.0,119 10th St SE,Auburn,WA 98002,USA
20140619T000000,756000.0,4,2.25,2160.0,5600.0,1.0,0,0,5,1080,1080,1947,,2667 11th Ave W,Seattle,WA 98119,USA
20140619T000000,248000.0,4,2.0,2080.0,13510.0,1.0,0,0,3,1040,1040,1950,,6105 S 124th St,Seattle,WA 98178,USA
20140619T000000,287000.0,3,2.0,1300.0,11374.0,1.5,0,0,5,1300,0,1933,,13304 24th Ave S,SeaTac,WA 98168,USA
20140619T000000,510000.0,4,2.5,2610.0,8031.0,2.0,0,0,3,2610,0,1998,,19615 55th Ave NE,Lake Forest Park,WA 98155,USA
20140619T000000,249000.0,3,1.0,1050.0,8498.0,1.0,0,0,4,1050,0,1959,,22115 104th Pl SE,Kent,WA 98031,USA
20140619T000000,340000.0,3,2.5,2480.0,6112.0,2.0,0,0,3,2480,0,2004,,18210 170th Pl SE,Renton,WA 98058,USA
20140619T000000,399888.0,4,2.25,1820.0,8255.0,1.5,0,0,4,1320,500,1930,,1559 N 130th St,Seattle,WA 98133,USA
20140619T000000,440000.0,3,1.75,1170.0,8740.0,1.0,0,0,4,1170,0,1968,,9319 167th Ave NE,Redmond,WA 98052,USA
20140619T000000,899000.0,4,2.25,2370.0,6000.0,1.0,0,2,3,1440,930,1959,,2411 NW Blue Ridge Dr,Seattle,WA 98177,USA
20140619T000000,540500.0,5,3.75,3090.0,7415.0,2.0,0,0,3,3090,0,2014,,493 S 187th Ln,Burien,WA 98148,USA
20140619T000000,385000.0,3,1.75,2310.0,11200.0,1.0,0,0,4,1630,680,1978,,26525 Woodland Way S,Kent,WA 98030,USA
20140619T000000,558000.0,4,2.25,2060.0,10358.0,1.0,0,0,4,1320,740,1962,,6132-6198 125th Ave SE,Bellevue,WA 98006,USA
20140619T000000,600000.0,3,2.0,2540.0,237402.0,1.0,0,0,3,2540,0,2007,,37124-37118 237th Pl SE,Enumclaw,WA 98022,USA
20140619T000000,450000.0,4,2.5,2400.0,7693.0,2.0,0,0,3,2400,0,2003,,378 Nile Pl NE,Renton,WA 98059,USA
20140619T000000,232500.0,3,1.0,1320.0,8450.0,1.0,0,0,3,880,440,1961,,30606 2nd Ave SW,Federal Way,WA 98023,USA
20140619T000000,436000.0,2,1.0,790.0,6600.0,1.0,0,0,3,790,0,1949,,1524 30th Ave,Seattle,WA 98122,USA
20140619T000000,240000.0,4,2.0,1790.0,14690.0,1.0,0,1,4,1670,120,1960,,1009 S 229th Pl,Des Moines,WA 98198,USA
20140619T000000,489950.0,3,2.25,1820.0,7326.0,2.0,0,0,3,1820,0,1983,,9243 NE 126th Pl,Kirkland,WA 98034,USA
20140619T000000,680000.0,6,2.0,1670.0,3000.0,1.0,0,0,5,900,770,1911,,4718 11th Ave NE,Seattle,WA 98105,USA
20140619T000000,1068000.0,5,3.5,3990.0,9938.0,2.0,0,0,3,3990,0,2001,,13828 SE 92nd St,Newcastle,WA 98059,USA
20140619T000000,352450.0,3,2.0,1430.0,6000.0,1.0,0,0,5,1430,0,1945,,17510 12th Ave NE,Shoreline,WA 98155,USA
20140619T000000,335000.0,4,2.0,2030.0,103672.0,1.0,0,0,4,2030,0,1969,,27610 SE Mud Mountain Rd,Enumclaw,WA 98022,USA
20140619T000000,549000.0,4,1.75,1290.0,3060.0,2.0,0,0,4,1290,0,1906,,742 N 70th St,Seattle,WA 98103,USA
20140619T000000,1240000.0,4,3.5,3820.0,13224.0,2.0,0,0,3,3280,540,1990,,1037 106th Ave SE,Bellevue,WA 98004,USA
20140619T000000,618250.0,4,3.25,2520.0,3360.0,1.5,0,0,4,1550,970,1931,,7019 Brooklyn Ave NE,Seattle,WA 98115,USA
20140619T000000,1815000.0,5,3.0,3880.0,13000.0,2.0,0,0,3,3880,0,1972,2003.0,7845 SE 62nd St,Mercer Island,WA 98040,USA
20140619T000000,850000.0,2,1.75,1590.0,5136.0,1.5,0,3,3,1320,270,1927,,2505 42nd Ave W,Seattle,WA 98199,USA
20140619T000000,930000.0,5,2.0,3530.0,9385.0,1.5,0,0,3,3530,0,1925,,2833 Cascadia Ave S,Seattle,WA 98144,USA
20140619T000000,505000.0,3,2.5,1610.0,4611.0,2.0,0,0,3,1610,0,1996,,24944 SE 43rd St,Issaquah,WA 98029,USA
20140619T000000,925000.0,4,2.5,3280.0,209088.0,2.0,0,0,3,3280,0,1994,,5310 236th Ave NE,Redmond,WA 98053,USA
20140619T000000,275000.0,3,1.75,1860.0,15681.0,1.0,0,0,4,1860,0,1971,,304 SW 316th St,Federal Way,WA 98023,USA
20140619T000000,499000.0,3,1.75,1840.0,5000.0,1.0,0,0,4,920,920,1910,,7043 Mary Ave NW,Seattle,WA 98117,USA
20140619T000000,507000.0,3,2.5,2120.0,7201.0,2.0,0,0,3,2120,0,2003,,12200 Densmore Ave N,Seattle,WA 98133,USA
20140619T000000,619850.0,4,2.5,2270.0,9247.0,1.0,0,0,5,1500,770,1972,,4802 122nd Ave SE,Bellevue,WA 98006,USA
20140619T000000,500000.0,3,2.5,2840.0,48716.0,1.0,0,3,3,1870,970,1994,,9320 318th Pl NE,Carnation,WA 98014,USA
20140619T000000,310000.0,4,1.5,1220.0,9600.0,1.0,0,0,3,1220,0,1980,,4201 Regal St,Carnation,WA 98014,USA
20140619T000000,646000.0,4,2.5,2310.0,4079.0,2.0,0,0,3,2310,0,2008,,8903 3rd Ave NW,Seattle,WA 98117,USA
20140619T000000,265000.0,3,1.75,1840.0,7300.0,1.0,0,0,3,1840,0,1966,,2714 SW 323rd St,Federal Way,WA 98023,USA
20140619T000000,475000.0,3,2.5,950.0,1110.0,2.0,0,0,3,950,0,2003,,419 Federal Ave E,Seattle,WA 98102,USA
20140619T000000,600000.0,4,2.25,3070.0,8400.0,2.0,0,0,4,3070,0,1970,,12869-12951 NE 144th Way,Kirkland,WA 98034,USA
20140619T000000,470000.0,3,2.0,1730.0,38884.0,1.0,0,0,3,1730,0,1997,,29448 SE 208th St,Maple Valley,WA 98038,USA
